Negative Sentiment,Ratings
"Many times when a movie lacks plot and good acting, it would have some redeeming qualities, but Chief Daddy 2 has none. Not even the music offers any hope. The cinematography is pedestrian, and most of the costumes are ill-fitting, and do not showcase any wealth or culture.

The most hard-working non-paid Nollywood actor, the Lekki-Ikoyi bridge makes an appearance, but one would expect a better showcase of scenery, both in Lagos and Dubai, locations for the movie. Chief Daddy 2 is a really poor movie that should be pulled down and discarded completely",3
"The product placement and spoken adverts by the actors sounded more like product commercials. Surely, there are more tasteful and artistic ways to place products in a movie, without actually overwhelming the patrons.",3
"The cast of The Ghost and the Tout Too reads like a compendium of who-is-who in Nollywood, and could be used for the invitation list of a Nollywood award show, but their star quality is lacking in this movie. At least 50% of the movie consists of needless shouting, 30% of aimless movement, and 20% of social media and ghetto slangs thrown around.",3
"One of the things that may redeem an awful movie is costuming. At least, if the movie script is bad, you can enjoy the clothes and props. The only costumes got right are the traditional Okrika clothes. The lead actor is mostly in ill-fitting clothes. The penultimate scene where she is in the palace, and she is in lingerie, makes me wonder what the costume crew was thinking.",3
"Suga Suga has too many eye rolling scenes that eventually ended in an anticlimactic resolution of a weak conflict. The music is too loud and a lot of the scenes have poor sound, so that we do not hear some dialogue. It is a struggle not to sleep through the experience.",3
The dialogue in Suga Suga is totally unexciting and pedestrian. There is no attempt to establish a story arc for any of the characters; not a single character has a depth to them,3
"The opening scene is a reminder of the early stages of Nollywood, and not in a good way. The movie  takes too long to establish its plot, when we see the plot, it is still confusing, the story is all over the place. But we finally get it: this is the story of a cheating old man, a slighted wife, and grown children who are torn between both parents.",3
"The sub plots were all over the place, leaving a lot of loose ends. Continuity was not properly done for some of the scenes. There was a lot of telling of stories instead of acting, and the use of flashbacks was overdone. There were a lot of filler scenes, making the movie longer than it should be and made the boredom even worse.",3
"utterly, not recommended.",3
"Like telling a bad joke, in a bad way, I hate it when it is too obvious people are trying to make you laugh. Yes, I know it's a comedy, but there's comedy and there's comedy. As in 'Suru l' ere' parades that weak kind of comedy.",3
"Menn! It was horrible joor! And I say that boldly even though some peeps were indeed laughing. But I suspect, there laughter was more likely as a result of that syndrome that forces one to enjoy what you've already paid for anyways. So you don't loose both ways. Just my theory sha. ",3
"Consequently, rhythms of long and short hisses echoed intermittently from the audience whilst we served our time seeing this hapless drama- A general feeling of irritation and regret, deeply palpable through out the hall. Which its ridiculous ending quickly turned into aggravation- As the audience walked out, you could almost taste the anger.",3
