Positive Reviews,Ratings,
"I Enjoyed it
Every single scene was fun to see. The plot was amazing, I never saw it coming that the Lady prostitute could do that 4 him. Watch it!",10,
"This was fun to watch

The Delivery Boy is very refreshing, a beautiful story, told brilliantly. You should see it!",10,
"Great film and great action

Great story original great action and great comedy all combined in one. Thrilling film and great cast.",10,
"Loved everybit of this movie

I have seen this movie 5 times already. i really like the movie",10,
"Just stunning

Such a beautiful movie. Stunning scenes of Africa. A beautiful depiction of an accidental love story with believable characters looking for more in life i.e. Love, family and fulfillment of dreams. Makes you feel good all round.",10,
"Beautiful movie

Probably the first and only local movie I have watched end to end and more than once. Saw it first when it came out in 2012 and 3 years down the line, I seem to love it all the more. Found some faulty scenes though for instance, I thought the fact that Akin didn't realize he had someone else' phone (especially as he read a text message on it) was a bit out of place. I thought the phones were similar but not exactly the same - bold 9000 vs bold 9900). I also thought the end where Akin kept the luggage in the trunk himself while the driver stayed put in the car (that's not so usual) was also faulty.

But outside those few quirks here and there, it was an all round entertainer. Good job",10,
"Shows corruption in its splendor

An African drama. It deals with an irregular governor elections where in a district there are murders, which makes the commisssions annul in that place, that causes the candidate who lost to start a campaign where she proclaims herself the legitimate president and takes the case to court so that they can be do justice to electoral fraud. Does history sound familiar to you? I think things like that don't just happen in Mexico, it's global. Quality. Entertaining. Some actions are not fully achieved but it works. The torture and murder scenes are well managed. It explores corruption, electoral fraud, party influences, and mismanagement in the political sphere. The third act takes a turn that will leave you with a sour taste of the film.",10,
"This story was a beautiful picture of the balance of joy and sorrow during the time of the Nigerian Civil War. The actors paint vivid images of the realities of setbacks and victories in life set against the backdrop of a country in turmoil and seeking to grasp its own identity. I loved it and I would recommend it. If you are looking for something that will give you shallow stereotypical narratives of Africa, this is not the film. However, if you are seeking a film that will challenge your previous understandings and grow your compassion, this is DEFINITELY the film for you
",10,
"No words to describe the power of this movie and its reminder of how fortunate it is to have never lived through a civil war. Extraordinary story telling of tragic, recent Nigerian history and the humanity within it all.",10,
Fantastic lead acting. Left emotionally devastated. Story is powerful.,10,
This film is is a true story and is aposlutely brilliant and moving.,10,
"I  just watched this at The Newport Beach Film Festival, and this has got to be one of the best movies I have ever seen. The movie had a good pace with excellent writing & production. This movie is one of those movies that you can never forget. The cast was perfection. The chemistry between the two lead characters was undeniable. And the best part of this movie is that it is based on a true story. Watch it!!! Support GOOD movies.",10,
